Permit_Key,Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Address,Coordinates,Application_Date_Key,Issued_Date_Key,Completed_Date_Key
8420,20 106970 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2020-01-21,2020-02-21,,Inspection,Proposal for interior alterations to fit-out washrooms within tenant space at the 200 floor level.,1 BLUE JAYS WAY   M5V,POINT (-79.389371 43.642179),7415,7446,
8421,20 107785 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1120,KINGSTON,RD, ,M1N,30072486,E2033,2020-01-23,2020-04-08,,Permit Issued,Proposal to renovate existing vacant ground floor unit to fitness centre.,1120 KINGSTON RD   M1N,POINT (-79.282048 43.681447),7417,7493,
8422,20 111952 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,79,WELLINGTON,ST,W,###,7929313,S1034,2020-02-04,2020-10-22,,Permit Issued,"Proposal for interior alterations to the woman's area in an existing fitness centre ""Toronto Athletic Club"" located on the 36th floor.",79 WELLINGTON ST W ###,POINT (-79.381188 43.646636),7429,7690,
8423,20 115071 BLD,Building Additions/Alterations,Stadium,Interior Alterations,2,STRACHAN,AVE, ,M6K,874651,S1027,2020-02-12,2020-05-04,,Inspection,Proposal for interior alterations to tub room inside team locker area in the ground floor of BMO field.,2 STRACHAN AVE   M6K,POINT (-79.410664 43.6369),7437,7519,
8424,20 116364 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,524,OAKWOOD,AVE, ,M6E,2302419,S1222,2020-02-18,2020-05-21,,Inspection,Interior alterations to existing Community Art Center,524 OAKWOOD AVE   M6E,POINT (-79.440814 43.691951),7443,7536,
8425,20 120083 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,55,PRINCE ARTHUR,AVE, ,M5R,12562234,S1127,2020-02-27,2020-05-05,,Inspection,"Gym Interior alteration: Removal of existing Sauna, replacing fixtures, new finishes, new doors, larger gym area. ",55 PRINCE ARTHUR AVE   M5R,POINT (-79.398247 43.668914),7452,7520,
8426,20 123962 BLD,Building Additions/Alterations,Recreational,Interior Alterations,25,LESMILL,RD, ,M3B,536817,N1621,2020-03-09,2020-05-12,,Permit Issued,Proposal for interior alterations to remove existing partitions and partial mezzanine to create an open space for an additional badminton court,25 LESMILL RD   M3B,POINT (-79.35239 43.757163),7463,7527,
8427,20 134214 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,1252,LAWRENCE,AVE,E,M3A,535902,N1625,2020-04-16,2020-05-13,,Inspection,Prosposed interior alterations to convert an unoccupied mercantile and personal services unit into a fitness studio - 'F45 Parkwoods',1252 LAWRENCE AVE E M3A,POINT (-79.318169 43.741547),7501,7528,
8428,20 136721 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1500,BATHURST,ST, ,M5P,8837337,S1229,2020-04-22,2020-05-19,,Inspection,Proposal for interior alterations to existing salon.,1500 BATHURST ST   M5P,POINT (-79.419064 43.684088),7507,7534,
8429,20 144624 BLD,Building Additions/Alterations,Club,Interior Alterations,2350,BAYVIEW,AVE, ,M2L,487614,N1523,2020-05-12,2020-05-19,,Permit Issued,Proposal for interior alterations for a new sports desk on 2nd floor. ,2350 BAYVIEW AVE   M2L,POINT (-79.382244 43.732538),7527,7534,
8430,20 147260 BLD,Building Additions/Alterations,Museum,Interior Alterations,4709,DUNDAS,ST,W,M9A,9340380,W0229,2020-05-21,2021-03-09,,Inspection,Proposed interior upgrades including renovated kitchen and public washrooms,4709 DUNDAS ST W M9A,POINT (-79.525659 43.651679),7536,7828,
8431,20 152245 BLD,Building Additions/Alterations,Recreational,Interior Alterations,2267,ISLINGTON,AVE, ,M9W,14670972,W0131,2020-06-04,2020-08-07,,Permit Issued,Interior alterations to convert office space into new indoor kids play centre (Recreation Use) at Rexdale mall (1855.94m2),2267 ISLINGTON AVE   M9W,POINT (-79.55462 43.716761),7550,7614,
8432,20 156135 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,11,ORDNANCE,ST, ,M6K,3121362,S1028,2020-06-15,2020-07-23,,Inspection,"Proposal for interior alterations for a recreation use ""Altea Active"" located on 2 floors of the existing mixed use tower; includes new restaurant use on 2nd floor, scope of work includes hvac, plumbing, sprinklers and structural modifications.",11 ORDNANCE ST   M6K,POINT (-79.409677 43.639194),7561,7599,
8433,20 180184 BLD,Building Additions/Alterations,Club,Interior Alterations,1668,ISLINGTON,AVE, ,M9A,8417078,W0228,2020-08-13,2020-09-14,,Inspection,"Proposal for interior alterations to an existing building. Scope includes structural, plumbing, electrical and hvac. ",1668 ISLINGTON AVE   M9A,POINT (-79.536885 43.673566),7620,7652,
8434,20 181296 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,1300,GERRARD,ST,E,M4L,14038432,S1437,2020-08-17,2021-02-17,,Permit Issued,"Reenforce the rear wall of the building, which is shifting due to unstable ground in the alley way at the back of the building.Work will consist of reinforcing the foundation from the inside of the building, and adding metal reinforcement components to the existing rear wall of the building",1300 GERRARD ST E M4L,POINT (-79.327244 43.671356),7624,7808,
8435,20 182634 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,2875,YONGE,ST, ,M4N,10258323,N1526,2020-08-19,2020-09-01,,Permit Issued,Proposal for interior alterations to existing Fitness studio,2875 YONGE ST   M4N,POINT (-79.400976 43.720773),7626,7639,
8436,20 188970 BLD,Building Additions/Alterations,Club,Interior Alterations,36,TORONTO,ST, ,M5C,8313386,S1338,2020-09-02,2021-02-01,,Inspection,"Proposal for interior alterations to an existing office unit B1 at the basement level for a new tenant fit out - 'Curatus' a for profit private members club.  Proposal includes wine storage, catering kitchen, service bar, meeting room & lounge.  [Proposed use: Place of Assembly]",36 TORONTO ST   M5C,POINT (-79.376612 43.650509),7640,7792,
8437,20 192486 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,5790,SHEPPARD,AVE,E,M1B,,E2330,2020-09-11,2021-08-24,,Inspection,Proposal to convert the existing take-out restaurant into a spa.,5790 SHEPPARD AVE E M1B,POINT (-79.231739 43.795801),7649,7996,
8438,20 207016 BLD,Building Additions/Alterations,Art Gallery,Interior Alterations,515,PAPE,AVE, ,M4K,851743,S1430,2020-10-15,2020-12-18,,Inspection,Rebuild roof structure wit engineered joists as per Structural / new flat roof.  Patch and repair all existing brick work. Install 2 new steel beams w/ new brickwork. New windows and cladding.  New concrete floor slab. Upgrade services as required - connected to main house.,515 PAPE AVE   M4K,POINT (-79.342505 43.673589),7683,7747,
8439,20 215890 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,180,BLOOR,ST,W,M5S,8408570,S1127,2020-11-06,2020-11-17,,Inspection,"proposal for interior alterations to unit 101, 102 for private gym",180 BLOOR ST W M5S,POINT (-79.394967 43.668808),7705,7716,
8440,20 221416 BLD,Building Additions/Alterations,Recreational,Interior Alterations,63,PHARMACY,AVE, ,M1L,5386856,E2028,2020-11-23,2020-12-08,,Inspection,Proposal for interior alterations to demolish the existing kitchen to install a new kitchen. ,63 PHARMACY AVE   M1L,POINT (-79.28394 43.694441),7722,7737,
8441,21 101414 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,56,FOREST MANOR,RD, ,###,30074164,N1730,2021-01-06,2021-02-02,,Inspection,INTERIOR FIT-OUT FOR BUSINESS AND PERSONAL SERVICES INCLUDING ONE BARRIER FREE WASHROOM.,56 FOREST MANOR RD   ###,POINT (-79.345054 43.773269),7766,7793,
8442,21 104014 BLD,Building Additions/Alterations,Museum,Interior Alterations,770,DON MILLS,RD, ,M3C,507987,N1630,2021-01-13,2021-02-17,,Inspection,"Proposal for interior alterations to the transformer room to split in two by a new fire rated wall with fire shutter and door and electrical adjustments related in the existing Assembly Building ""Ontario Science Centre"".",770 DON MILLS RD   M3C,POINT (-79.338886 43.716755),7773,7808,
8443,21 111667 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,5040,YONGE,ST, ,M2N,14072465,N1824,2021-02-02,2021-03-26,,Inspection,"interior alterations to front of house public washrooms, coat check & officemeridian arts centre/na",5040 YONGE ST   M2N,POINT (-79.414024 43.766289),7793,7845,
8444,21 115584 BLD,Building Additions/Alterations,Museum,Interior Alterations,100,QUEEN'S PARK, , ,M5S,30022473,S1135,2021-02-11,2021-02-23,,Inspection,Proposal for interior alterations to existing museum,100 QUEEN'S PARK     M5S,POINT (-79.394212 43.667795),7802,7814,
8445,21 116703 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2294,ISLINGTON,AVE, ,M9W,1009155,W0130,2021-02-16,2021-05-27,,Permit Issued,Proposal for interior alterations to hair salon,2294 ISLINGTON AVE   M9W,POINT (-79.555811 43.715221),7807,7907,
8446,21 117497 BLD,Building Additions/Alterations,Museum,Interior Alterations,327,BLOOR,ST,W,M5S,8408594,S1135,2021-02-18,2021-02-24,,Permit Issued,"Proposal for interior alterations to allow for the upgrade of the existing air handling units (AHU 1, 3 and 4) in an existing museum - ""Bata Shoe Museum""",327 BLOOR ST W M5S,POINT (-79.400152 43.667241),7809,7815,
8447,21 129483 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2432,EGLINTON,AVE,E,M1K,330680,E2133,2021-03-19,2021-04-01,,Inspection,Proposal for interior alterations nail salon unit 3,2432 EGLINTON AVE E M1K,POINT (-79.266258 43.733655),7838,7851,
8448,21 156986 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,1,FRONT,ST,E,M5E,11070359,S1339,2021-05-18,2021-06-09,,Permit Issued,Replacement of exterior doors and frames to match existing at existing openings & installation of automatic door operators for an existing performing arts centre - 'Meridian Hall',1 FRONT ST E M5E,POINT (-79.376249 43.646627),7898,7920,
8449,21 171111 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,5040,YONGE,ST, ,M2N,14072465,N1824,2021-06-15,2021-07-22,,Inspection,"Proposal for interior alterations for accessibility upgrades to lyric theatre. ""Meridian Arts Centre""",5040 YONGE ST   M2N,POINT (-79.414024 43.766289),7926,7963,
8450,21 187917 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,750,WARDEN,AVE, ,M1L,5343675,E2021,2021-07-21,2021-08-05,,Inspection,Proposed juice/snack bar area in existing fitness centre.,750 WARDEN AVE   M1L,POINT (-79.284626 43.718436),7962,7977,
8451,21 189698 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,700,GORDON BAKER,RD, ,M2H,9246765,N1723,2021-07-26,2021-10-27,,Inspection,"Unit 710 of 716 Gordon Baked Rd has been used as a fitness centre. Now, a new group of professionals has a plan to upgrade this unit including some interior alterations and new bathrooms and showers to run a new fitness centre and private gym in this unit. All Architectural and Mechanical engineering drawings have been attached to this application form.",700 GORDON BAKER RD   M2H,POINT (-79.34198 43.810343),7967,8060,
8452,21 190957 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,5040,YONGE,ST, ,M2N,14072465,N1824,2021-07-28,2021-08-13,,Inspection,"Proposal for interior alterations for accessibility upgrades to Greenwin theatre. ""Meridian Arts Centre""",5040 YONGE ST   M2N,POINT (-79.414024 43.766289),7969,7985,
8453,21 202406 BLD,Building Additions/Alterations,Television Studio(no audience),Interior Alterations,660,RICHMOND,ST,W,M6J,8457299,S1028,2021-08-21,2021-09-16,,Permit Issued,"Interior demollition to existing building, replace existing windows and reconstruct exterior ramp and stairs.  The purpose of above application is for demolition purpose only. ",660 RICHMOND ST W M6J,POINT (-79.405403 43.646351),7993,8019,
8454,21 204318 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2183,LAKE SHORE,BLVD,W,M8V,7571339,W0337,2021-08-25,2021-09-14,,Inspection,"Proposal for interior alterations for hair salon unit 13 ""Megma Hair""",2183 LAKE SHORE BLVD W M8V,POINT (-79.480348 43.623821),7997,8017,
8455,21 205279 BLD,Building Additions/Alterations,Amusement Park Structure,Interior Alterations,101,EMMETT,AVE, ,###,14624748,W0531,2021-08-27,2021-11-19,,Permit Issued,Proposal for state of good repair and a new universal washroom are being added. ,101 EMMETT AVE   ###,POINT (-79.505746 43.685953),7999,8083,
8456,21 213458 BLD,Building Additions/Alterations,Club,Interior Alterations,321,SCARBOROUGH GOLF CLUB,RD, ,M1J,11702619,E2431,2021-09-16,2021-11-08,,Permit Issued,Proposal for Interior renovation of Gold and Annex Rooms at Scarborough Golf Club. The purpose of the renovation is to create one non-separated area to be used for events. The renovation includes demolition of the existing load bearing masonry wall between two rooms and construction of load bearing steel structure as per attached structural package. Existing ceiling is to be removed and new suspended ceiling constructed as per ID design. New floor and wall finishes are to be applied.,321 SCARBOROUGH GOLF CLUB RD   M1J,POINT (-79.210915 43.752753),8019,8072,
8457,21 216091 BLD,Building Additions/Alterations,Club,Interior Alterations,422,WELLINGTON,ST,W,M5V,10223180,S1032,2021-09-22,2021-10-08,,Inspection,"Interior demolition only (hazardous materials abatement), and structural repairs to stabilize existing building to get ready for future work.  Building to remain unoccupied until future permit",422 WELLINGTON ST W M5V,POINT (-79.3967 43.644217),8025,8041,
8458,21 222942 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,181,CARLAW,AVE, ,M4M,779907,S1435,2021-10-07,2022-01-07,,Inspection,"Interior alterations to vacant space for fitness studio ""SPIN CO"" ",181 CARLAW AVE   M4M,POINT (-79.340108 43.661506),8040,8132,
8459,21 223433 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,2245,YONGE,ST, ,M4S,11272540,S1228,2021-10-07,2021-10-27,,Inspection,Proposal for interior alteratoins for cosmetic clinic 2nd floor,2245 YONGE ST   M4S,POINT (-79.398031 43.706352),8040,8060,
8460,21 232970 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1052,KINGSTON,RD, ,M4E,13968303,S1936,2021-11-01,2021-11-17,,Inspection,"PROPOSAL FOR INTERIOR ALTERATION SPA & TREATMENT SALON ""XOLO""",1052 KINGSTON RD   M4E,POINT (-79.284334 43.680978),8065,8081,
8461,21 245234 BLD,Building Additions/Alterations,Television Studio(no audience),Interior Alterations,660,RICHMOND,ST,W,M6J,8457299,S1028,2021-12-05,2022-02-01,,Inspection,"The proposed project involves the interior alteration of an existing 3-storey detached building,replacement of existing windows, re-cladding of the exterior, and reconstruction of existing exteriorramp and stair.",660 RICHMOND ST W M6J,POINT (-79.405403 43.646351),8099,8157,
8462,21 249872 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,55,LAKE SHORE,BLVD,E,M5E,829580,S1038,2021-12-18,2022-06-08,,Inspection,"Interior fit up by owner for new fitness facility, swimming pool and related HVAC and PLB - Level 2 of mixed use building - Sugar Wharf Fitness Center",55 LAKE SHORE BLVD E M5E,POINT (-79.373059 43.644658),8112,8284,
8463,21 251735 BLD,New Building,Retail Mall/Plaza,New Building,145,SILVER REIGN,DR, ,###,30133626,W0130,2021-12-28,2023-12-29,,Permit Issued,Proposal to construct a new retail building shell - C1,145 SILVER REIGN DR   ###,POINT (-79.556848 43.712436),8122,8853,
8464,21 251822 BLD,New Building,Retail Mall/Plaza,New Building,165,SILVER REIGN,DR, ,###,30133624,W0130,2021-12-29,2024-01-02,,Permit Issued,Proposal to construct a retail building shell - C2,165 SILVER REIGN DR   ###,POINT (-79.556909 43.713034),8123,8857,
8465,21 251847 BLD,New Building,Retail Mall/Plaza,New Building,31,REXDALE,BLVD, ,M9W,14189560,W0130,2021-12-29,2024-01-09,,Inspection,Proposal to construct a 2 storey retail building shell - C3,31 REXDALE BLVD   M9W,POINT (-79.558125 43.709427),8123,8864,
8466,21 251880 BLD,New Building,Retail Mall/Plaza,New Building,21,REXDALE,BLVD, ,###,30029135,W0130,2021-12-29,2024-01-03,,Permit Issued,Proposal to construct a 2 storey retail building shell - C4,21 REXDALE BLVD   ###,POINT (-79.557454 43.713422),8123,8858,
8467,22 101354 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1080,QUEEN,ST,W,M6J,856895,S1021,2022-01-06,2022-02-09,,Permit Issued,Proposal for interior alteration for new hair saloon on main floor,1080 QUEEN ST W M6J,POINT (-79.421862 43.643793),8131,8165,
8468,22 103471 BLD,Building Additions/Alterations,Recreational,Interior Alterations,141,WILSON,AVE, ,M5M,576040,N0824,2022-01-13,2022-01-27,,Permit Issued,Proposal for interior alterations in the existing sport club.,141 WILSON AVE   M5M,POINT (-79.419057 43.739752),8138,8152,
8469,22 106329 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,460,RICHMOND,ST,W,M5V,10223754,S1029,2022-01-21,2022-02-07,,Permit Issued,Proposal for interior alterations to an existing fitness studio (no building permit history on IBMS) tenant - 'Arzadon Fitness' in Suite 100 (basement level) to add a new change room / locker room and showers. [Use / GFA not reviewed],460 RICHMOND ST W M5V,POINT (-79.397765 43.647912),8146,8163,
8470,22 118496 BLD,Building Additions/Alterations,Recreational,Interior Alterations,120,DUNDAS,ST,W,M5G,7792423,S1145,2022-03-01,2022-04-26,,Inspection,Interior Alteration for Places of amusement (Board games),120 DUNDAS ST W M5G,POINT (-79.384456 43.655837),8185,8241,
8471,22 120405 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1198,WESTON,RD, ,M6M,10010507,W0531,2022-03-07,2022-04-29,,Inspection,Proposal for interior alterations for a new nail salon.,1198 WESTON RD   M6M,POINT (-79.491685 43.687592),8191,8244,
8472,22 121708 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,5040,YONGE,ST, ,M2N,14072465,N1824,2022-03-10,2022-06-21,,Inspection,ACCESSIBILITY UPGRADES TO EXISTING RECITAL AND STUDIO THEATRES.,5040 YONGE ST   M2N,POINT (-79.414024 43.766289),8194,8297,
8473,22 122928 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,486,EVANS,AVE, ,M8W,7336707,W0331,2022-03-15,2022-06-21,,Inspection,Proposal to change the use of the space from office/warehouse to fitness centre and undergo interior alterations. ,486 EVANS AVE   M8W,POINT (-79.537813 43.614329),8199,8297,
8474,22 123270 BLD,Building Additions/Alterations,Club,Interior Alterations,200,HUMBER BAY PARK,RD,W,M8V,11272404,W0337,2022-03-16,2022-04-12,,Permit Issued,Proposal to install a mobility lift in the existing social club.,200 HUMBER BAY PARK RD W M8V,POINT (-79.479699 43.618319),8200,8227,
8475,22 162319 BLD,Building Additions/Alterations,Gymnasium,Interior Alterations,4497,CHESSWOOD,DR, ,M3J,9171775,N0623,2022-06-15,2022-07-22,,Inspection,Proposal to construct interior alterations for an tenant fitout for a gym. ,4497 CHESSWOOD DR   M3J,POINT (-79.476339 43.764626),8291,8328,
8476,22 167290 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2022-06-24,2022-07-12,,Inspection,Proposal for updates to existing foundations of Toronto Blue Jays stadium. ( Phase One of a future project) ,1 BLUE JAYS WAY   M5V,POINT (-79.389371 43.642179),8300,8318,
8477,22 188568 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,55,BLOOR,ST,W,M4W,8408497,S1136,2022-08-10,2022-10-26,,Inspection,Demo of adjacent spaces to open up entrance way to GoodLife (Max Occ Load 150 Persons). Will need to re-work HVAC and remove some plumbing in the walls and floors. Unit 210 ,55 BLOOR ST W M4W,POINT (-79.388688 43.669641),8347,8424,
8478,22 189961 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,4528,KINGSTON,RD, ,M1E,352322,E2533,2022-08-12,2022-10-26,,Permit Issued,Interior alterations  for a fitness centre,4528 KINGSTON RD   M1E,POINT (-79.1864 43.772033),8349,8424,
8479,22 190642 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,5219,YONGE,ST, ,M2N,14627049,N1826,2022-08-15,2022-12-23,,Inspection,"Proposal for interior alterations for a Hair Salon, unit 6.",5219 YONGE ST   M2N,POINT (-79.413077 43.771217),8352,8482,
8480,22 191797 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,5040,YONGE,ST, ,M2N,14072465,N1824,2022-08-17,2022-09-14,,Inspection,"Reconfiguration of Back of House spaces to create accessible washrooms, dressing room and administration offices.",5040 YONGE ST   M2N,POINT (-79.414024 43.766289),8354,8382,
8481,22 198612 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2022-09-01,2022-11-15,,Inspection,"Phase 1 -  ROGERS CENTRE LOWER BOWL REPLACEMENT PROJECT, INCLUDING RENOVATION OF EXISTING L000, L100, L200, AND L500 PROGRAMS, REPLACEMENT OF LOWER SEATING BOWL, AND ADDITION OF NEW L000 CLUBHOUSE AND PREMIUM CLUB AMENITIES.",1 BLUE JAYS WAY   M5V,POINT (-79.389371 43.642179),8369,8444,
8482,22 212175 BLD,Building Additions/Alterations,Stadium,Interior Alterations,2,STRACHAN,AVE, ,M6K,874651,S1027,2022-10-03,2022-10-18,,Permit Issued,"Proposal for interior alterations to convert existing office space to open fitness area - BMO Field, 170 Princes' Blvd.",2 STRACHAN AVE   M6K,POINT (-79.410664 43.6369),8401,8416,
8483,22 213859 BLD,Building Additions/Alterations,Club,Interior Alterations,116,CLYDESDALE,DR, ,###,14069271,N1728,2022-10-06,2022-11-07,,Inspection,"nterior renovation and building envelope repairs to an existing tennis clubhouse, renovation to the existing washrooms and showers. New millworking and finishes.  ",116 CLYDESDALE DR   ###,POINT (-79.328188 43.783543),8404,8436,
8484,22 236588 BLD,Building Additions/Alterations,Museum,Interior Alterations,30,YONGE,ST, ,M5E,8676865,S1337,2022-12-06,2023-01-03,,Inspection,"Proposal for interior alterations to the concourse level in existing museum - ""Hockey Hall of Fame""",30 YONGE ST   M5E,POINT (-79.377387 43.647122),8465,8493,
8485,22 238064 BLD,Building Additions/Alterations,Club,Interior Alterations,2350,BAYVIEW,AVE, ,M2L,487614,N1523,2022-12-09,2023-02-13,,Permit Issued,Interior alterations to lounge area at 3rd floor.,2350 BAYVIEW AVE   M2L,POINT (-79.382244 43.732538),8468,8534,
8486,22 241273 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,1,FRONT,ST,E,M5E,11070359,S1339,2022-12-20,2023-01-30,,Permit Issued,RENOVATION OF EXISTING WASHROOMS and NEW UNIVERSAL WASHROOMS,1 FRONT ST E M5E,POINT (-79.376249 43.646627),8479,8520,
8487,23 104662 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,577,WELLINGTON,ST,W,M5V,14038900,S1028,2023-01-17,2023-02-06,,Inspection,Interior alteration to a yoga and wellness centre.,577 WELLINGTON ST W M5V,POINT (-79.403168 43.642253),8507,8527,
8488,23 113444 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1345,MORNINGSIDE,AVE, ,M1B,,E2525,2023-02-13,2023-09-25,,Inspection,PROPOSED: EXISTING VACANT UNIT TO BE CONVERTED INTO A HAIR SALON - UNIT 20,1345 MORNINGSIDE AVE   M1B,POINT (-79.200984 43.807075),8534,8758,
8489,23 114432 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,1963,AVENUE,RD, ,M5M,485025,N0824,2023-02-15,2023-03-17,,Inspection,Proposal for interior alterations for new personal service shop (Wax on Waxbar).,1963 AVENUE RD   M5M,POINT (-79.419417 43.734543),8536,8566,
8490,23 118881 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,2359,DANFORTH,AVE, ,M4C,8140583,S1932,2023-03-01,2023-04-12,,Inspection,"Interior alteration to create a fitness studio in an existing vacant tenant suite. Work includes new partitions, ceilings, washrooms, showers and support spaces - F45 Upper Beaches",2359 DANFORTH AVE   M4C,POINT (-79.306043 43.686837),8550,8592,
8491,23 118903 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,4750,YONGE,ST, ,M2N,9066025,N1827,2023-03-01,2023-03-29,,Permit Issued,Proposal for new beauty laser salon in the existing vacant space. ,4750 YONGE ST   M2N,POINT (-79.411027 43.760416),8550,8578,
8492,23 120222 BLD,Building Additions/Alterations,Club,Interior Alterations,2350,BAYVIEW,AVE, ,M2L,487614,N1523,2023-03-06,2023-05-25,,Permit Issued,"INTERIOR ALTERATIONS TO KIDZONE - NEW PLAY ROOM, STORAGE AND REPLACEMENT OF ACT CEILINGS IN SEVERAL KIDZONE AREAS",2350 BAYVIEW AVE   M2L,POINT (-79.382244 43.732538),8555,8635,
8493,23 127770 BLD,Building Additions/Alterations,Performing Arts Centre,Interior Alterations,5040,YONGE,ST, ,M2N,14072465,N1824,2023-03-28,2023-04-27,,Inspection,"Proposal for interior alterations to reconfiguration Back of House spaces to create accessible washrooms, dressing room and locker room facilities - Package 6, ""Meridian Arts Centre""",5040 YONGE ST   M2N,POINT (-79.414024 43.766289),8577,8607,
8494,23 131635 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,801,LAKE SHORE,BLVD,E,M4M,2689033,S1443,2023-04-06,2023-05-29,,Inspection,"Interior alterations on ground level to include multi purpose gym, yoga, golf, pilates, spinning and group exercise rooms. - Mayfair Club",801 LAKE SHORE BLVD E M4M,POINT (-79.337613 43.653438),8586,8639,
8495,23 134819 BLD,Building Additions/Alterations,Fitness Centre,Interior Alterations,175,ELIZABETH,ST, ,M5G,10906827,S1145,2023-04-17,2023-06-01,,Inspection,Proposal for interior alterations to base building shell retail units (#L1-15 & a portion of #L1-16) to be converted into a new premises used for excercise for building occupants - 'SickKids Wellness Centre'.  This new tenant will be located on the ground floor level (Level 1) of this non-residential building.  [SickKids Patient Support Centre Building - Hospital for Sick Children],175 ELIZABETH ST   M5G,POINT (-79.385732 43.657453),8597,8642,
8496,23 138416 BLD,Building Additions/Alterations,Recreational,Interior Alterations,50,ST PHILLIPS,RD, ,M9P,1033758,W0135,2023-04-26,2023-05-04,,Permit Issued,Interior renovation to staff room,50 ST PHILLIPS RD   M9P,POINT (-79.536536 43.703641),8606,8614,
8497,23 141237 BLD,Building Additions/Alterations,Club,Interior Alterations,1668,ISLINGTON,AVE, ,M9A,8417078,W0228,2023-05-03,2023-08-30,,Permit Issued,propose to construct an interior alteration a new fitness gym in unused space,1668 ISLINGTON AVE   M9A,POINT (-79.536885 43.673566),8613,8732,
8498,23 141360 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2023-05-04,2023-06-16,,Permit Issued,"Phase 2 - Rogers centre lower Bowl Renovation Project, Phase 2. This application is for the demolition scope of work only.",1 BLUE JAYS WAY   M5V,POINT (-79.389371 43.642179),8614,8657,
8499,23 142287 BLD,Building Additions/Alterations,Recreational,Interior Alterations,750,SPADINA,AVE, ,M5S,8418224,S1134,2023-05-05,2023-05-12,,Permit Issued,"Renovation of existing group washrooms, modification of existing family washroom to universal washroom",750 SPADINA AVE   M5S,POINT (-79.404065 43.666215),8615,8622,
8500,23 143995 BLD,Building Additions/Alterations,"Hair, Barber and Other Salon",Interior Alterations,112,ELIZABETH,ST, ,M5G,14191001,S1025,2023-05-10,2023-05-23,,Inspection,"1-INTERIOR RENO TO NAIL SALON, 2-HVAC PLAN, 3-PLUMBING-ADD 13 FIXTURES",112 ELIZABETH ST   M5G,POINT (-79.385212 43.654849),8620,8633,
8501,23 146987 BLD,Building Additions/Alterations,Stadium,Interior Alterations,1,BLUE JAYS,WAY, ,M5V,5866193,S1036,2023-05-17,2023-08-02,,Inspection,"Roger Centre Lower Bowl Renovation Project, Phase 2. Propose to enable baseball",1 BLUE JAYS WAY   M5V,POINT (-79.389371 43.642179),8627,8704,
