Ethnoculture,Ward_ID,Population,Year
Beninese,Ward 15,0,2021
Telugu,Ward 15,0,2021
Roma,Ward 15,70,2021
Costa Rican,Ward 15,0,2021
African Nova Scotian,Ward 15,0,2021
Malagasy,Ward 15,0,2021
Kashmiri,Ward 15,55,2021
Singaporean,Ward 15,30,2021
Karen,Ward 15,0,2021
Edo,Ward 15,0,2021
Tajik,Ward 15,105,2021
Amhara,Ward 15,40,2021
Paraguayan,Ward 15,15,2021
Total - Ethnic or cultural origin for the population in private households - 25% sample data,Ward 16,94335,2021
Canadian,Ward 16,5395,2021
English,Ward 16,6715,2021
Irish,Ward 16,5570,2021
Scottish,Ward 16,5565,2021
"French, n.o.s.",Ward 16,2200,2021
German,Ward 16,2575,2021
Chinese,Ward 16,7365,2021
Italian,Ward 16,2230,2021
Indian (India),Ward 16,8850,2021
Ukrainian,Ward 16,1040,2021
Dutch,Ward 16,730,2021
Polish,Ward 16,1560,2021
Québécois,Ward 16,60,2021
"British Isles, n.o.s.",Ward 16,1870,2021
Filipino,Ward 16,6715,2021
French Canadian,Ward 16,420,2021
"Caucasian (White), n.o.s.",Ward 16,970,2021
"First Nations (North American Indian), n.o.s.",Ward 16,270,2021
Métis,Ward 16,205,2021
"European, n.o.s.",Ward 16,890,2021
Russian,Ward 16,1090,2021
Norwegian,Ward 16,190,2021
Welsh,Ward 16,560,2021
Portuguese,Ward 16,1000,2021
American,Ward 16,620,2021
Spanish,Ward 16,1405,2021
Swedish,Ward 16,125,2021
Hungarian,Ward 16,860,2021
Acadian,Ward 16,105,2021
Pakistani,Ward 16,2435,2021
"African, n.o.s.",Ward 16,2045,2021
Jewish,Ward 16,630,2021
Punjabi,Ward 16,265,2021
Vietnamese,Ward 16,465,2021
"Arab, n.o.s.",Ward 16,1860,2021
Greek,Ward 16,3710,2021
Jamaican,Ward 16,2140,2021
"Asian, n.o.s.",Ward 16,1450,2021
"Cree, n.o.s.",Ward 16,10,2021
Korean,Ward 16,1380,2021
Romanian,Ward 16,1480,2021
Lebanese,Ward 16,785,2021
Iranian,Ward 16,1800,2021
"Christian, n.i.e.",Ward 16,455,2021
Danish,Ward 16,185,2021
"North American Indigenous, n.o.s.",Ward 16,120,2021
Sikh,Ward 16,40,2021
Austrian,Ward 16,260,2021
Belgian,Ward 16,70,2021
Haitian,Ward 16,80,2021
Hindu,Ward 16,700,2021
Mexican,Ward 16,385,2021
Mennonite,Ward 16,10,2021
Swiss,Ward 16,95,2021
Finnish,Ward 16,225,2021
Sri Lankan,Ward 16,1070,2021
Croatian,Ward 16,320,2021
Japanese,Ward 16,860,2021
"South Asian, n.o.s.",Ward 16,1405,2021
"Mi'kmaq, n.o.s.",Ward 16,70,2021
"Northern European, n.o.s.",Ward 16,155,2021
Muslim,Ward 16,1530,2021
Egyptian,Ward 16,625,2021
"Latin, Central or South American, n.o.s.",Ward 16,505,2021
Tamil,Ward 16,785,2021
Icelandic,Ward 16,40,2021
Colombian,Ward 16,615,2021
Moroccan,Ward 16,95,2021
Czech,Ward 16,195,2021
Syrian,Ward 16,920,2021
Guyanese,Ward 16,800,2021
Afghan,Ward 16,2910,2021
"Black, n.o.s.",Ward 16,865,2021
Serbian,Ward 16,800,2021
Ojibway,Ward 16,30,2021
Newfoundlander,Ward 16,75,2021
Hong Konger,Ward 16,300,2021
Ontarian,Ward 16,120,2021
Persian,Ward 16,725,2021
Trinidadian/Tobagonian,Ward 16,660,2021
Turkish,Ward 16,805,2021
"Inuit, n.o.s.",Ward 16,0,2021
Bangladeshi,Ward 16,1185,2021
Algerian,Ward 16,70,2021
Brazilian,Ward 16,270,2021
Nigerian,Ward 16,270,2021
Armenian,Ward 16,915,2021
Slovak,Ward 16,715,2021
"Eastern European, n.o.s.",Ward 16,195,2021
Somali,Ward 16,445,2021
Taiwanese,Ward 16,235,2021
Iraqi,Ward 16,325,2021
Salvadorean,Ward 16,105,2021
African Caribbean,Ward 16,705,2021
"East or Southeast Asian, n.o.s.",Ward 16,520,2021
"West or Central Asian or Middle Eastern, n.o.s.",Ward 16,380,2021
"Caribbean, n.o.s.",Ward 16,595,2021
Algonquin,Ward 16,0,2021
"West Indian, n.o.s.",Ward 16,535,2021
Lithuanian,Ward 16,135,2021
South African,Ward 16,85,2021
Australian,Ward 16,65,2021
Palestinian,Ward 16,290,2021
Chilean,Ward 16,100,2021
Congolese,Ward 16,255,2021
Nova Scotian,Ward 16,70,2021
Ethiopian,Ward 16,575,2021
"Hispanic, n.o.s.",Ward 16,265,2021
Peruvian,Ward 16,115,2021
Yoruba,Ward 16,190,2021
Cambodian (Khmer),Ward 16,65,2021
Berber,Ward 16,20,2021
Albanian,Ward 16,745,2021
Maltese,Ward 16,110,2021
Macedonian,Ward 16,580,2021
Slovenian,Ward 16,60,2021
"Western European, n.o.s.",Ward 16,20,2021
New Brunswicker,Ward 16,25,2021
Gujarati,Ward 16,265,2021
Eritrean,Ward 16,390,2021
African Canadian,Ward 16,130,2021
Israeli,Ward 16,60,2021
Mohawk,Ward 16,0,2021
"Czechoslovakian, n.o.s.",Ward 16,55,2021
Bulgarian,Ward 16,630,2021
Albertan,Ward 16,10,2021
Ghanaian,Ward 16,120,2021
Barbadian,Ward 16,325,2021
African American,Ward 16,195,2021
"Yugoslavian, n.o.s.",Ward 16,105,2021
Tunisian,Ward 16,10,2021
"Slavic, n.o.s.",Ward 16,165,2021
Cuban,Ward 16,160,2021
Bosnian,Ward 16,120,2021
Venezuelan,Ward 16,145,2021
"Innu/Montagnais, n.o.s.",Ward 16,0,2021
Latvian,Ward 16,160,2021
Bengali,Ward 16,340,2021
Cameroonian,Ward 16,15,2021
Guatemalan,Ward 16,35,2021
Indonesian,Ward 16,75,2021
Laotian,Ward 16,45,2021
Ilocano,Ward 16,280,2021
Northern Irish,Ward 16,70,2021
"Celtic, n.o.s.",Ward 16,105,2021
British Columbian,Ward 16,0,2021
Ecuadorian,Ward 16,130,2021
Franco Ontarian,Ward 16,70,2021
Argentinian,Ward 16,95,2021
Estonian,Ward 16,120,2021
Kurdish,Ward 16,425,2021
Fijian,Ward 16,0,2021
Jatt,Ward 16,0,2021
"North American, n.o.s.",Ward 16,35,2021
Coptic,Ward 16,140,2021
Thai,Ward 16,20,2021
Dominican,Ward 16,75,2021
Nepali,Ward 16,45,2021
Kabyle,Ward 16,0,2021
Assyrian,Ward 16,40,2021
Igbo,Ward 16,115,2021
Byelorussian,Ward 16,75,2021
"Dene, n.o.s.",Ward 16,0,2021
"Blackfoot, n.o.s.",Ward 16,0,2021
Abenaki,Ward 16,15,2021
Moldovan,Ward 16,50,2021
"Iroquois (Haudenosaunee), n.o.s.",Ward 16,0,2021
New Zealander,Ward 16,40,2021
Sudanese,Ward 16,220,2021
Breton,Ward 16,0,2021
Pennsylvania Dutch,Ward 16,25,2021
Malaysian,Ward 16,55,2021
Plains Cree,Ward 16,0,2021
"North African, n.o.s.",Ward 16,20,2021
Huron (Wendat),Ward 16,0,2021
Saskatchewanian,Ward 16,0,2021
Buddhist,Ward 16,35,2021
Gaspesian,Ward 16,0,2021
Norman,Ward 16,0,2021
"Southern or East African, n.o.s.",Ward 16,305,2021
Ivorian,Ward 16,15,2021
Saulteaux,Ward 16,0,2021
"Anishinaabe, n.o.s.",Ward 16,0,2021
Burundian,Ward 16,0,2021
Tigrinya,Ward 16,120,2021
Nicaraguan,Ward 16,85,2021
Mauritian,Ward 16,40,2021
Kenyan,Ward 16,85,2021
Oji-Cree,Ward 16,0,2021
Vincentian,Ward 16,130,2021
Jordanian,Ward 16,110,2021
Manitoban,Ward 16,0,2021
Cape Bretoner,Ward 16,10,2021
Rwandan,Ward 16,25,2021
Grenadian,Ward 16,215,2021
Malayali,Ward 16,50,2021
Chaldean,Ward 16,0,2021
Sinhalese,Ward 16,75,2021
Mayan,Ward 16,0,2021
Honduran,Ward 16,15,2021
Cherokee,Ward 16,15,2021
Qalipu Mi'kmaq,Ward 16,0,2021
Indo-Caribbean,Ward 16,100,2021
Flemish,Ward 16,10,2021
United Empire Loyalist,Ward 16,20,2021
Senegalese,Ward 16,0,2021
Azerbaijani,Ward 16,130,2021
Sicilian,Ward 16,40,2021
Pashtun,Ward 16,205,2021
Malay,Ward 16,85,2021
Goan,Ward 16,100,2021
"Bantu, n.o.s.",Ward 16,75,2021
Tibetan,Ward 16,80,2021
Zimbabwean,Ward 16,55,2021
Burmese,Ward 16,85,2021
Mongolian,Ward 16,45,2021
Azorean,Ward 16,0,2021
Atikamekw,Ward 16,0,2021
Bamileke,Ward 16,15,2021
Indo-Guyanese,Ward 16,60,2021
Ugandan,Ward 16,75,2021
Oromo,Ward 16,70,2021
Tanzanian,Ward 16,255,2021
Yemeni,Ward 16,105,2021
Central African,Ward 16,10,2021
Libyan,Ward 16,25,2021
Basque,Ward 16,0,2021
Uruguayan,Ward 16,20,2021
"Akan, n.o.s.",Ward 16,20,2021
"Central or West African, n.o.s.",Ward 16,20,2021
Igorot,Ward 16,40,2021
Fulani,Ward 16,0,2021
Woodland Cree,Ward 16,0,2021
Guinean,Ward 16,0,2021
St. Lucian,Ward 16,70,2021
Prince Edward Islander,Ward 16,0,2021
Maliseet,Ward 16,0,2021
Beninese,Ward 16,30,2021
Telugu,Ward 16,85,2021
Roma,Ward 16,160,2021
Costa Rican,Ward 16,30,2021
African Nova Scotian,Ward 16,20,2021
Malagasy,Ward 16,0,2021
Kashmiri,Ward 16,40,2021
Singaporean,Ward 16,0,2021
Karen,Ward 16,0,2021
Edo,Ward 16,45,2021
Tajik,Ward 16,140,2021
Amhara,Ward 16,135,2021
Paraguayan,Ward 16,0,2021
Total - Ethnic or cultural origin for the population in private households - 25% sample data,Ward 17,112590,2021
Canadian,Ward 17,4080,2021
English,Ward 17,4310,2021
Irish,Ward 17,3595,2021
Scottish,Ward 17,3330,2021
"French, n.o.s.",Ward 17,1360,2021
German,Ward 17,2045,2021
Chinese,Ward 17,30305,2021
Italian,Ward 17,2650,2021
Indian (India),Ward 17,9490,2021
Ukrainian,Ward 17,1045,2021
Dutch,Ward 17,480,2021
Polish,Ward 17,1585,2021
Québécois,Ward 17,45,2021
"British Isles, n.o.s.",Ward 17,1190,2021
Filipino,Ward 17,5700,2021
French Canadian,Ward 17,245,2021
"Caucasian (White), n.o.s.",Ward 17,820,2021
"First Nations (North American Indian), n.o.s.",Ward 17,135,2021
Métis,Ward 17,65,2021
"European, n.o.s.",Ward 17,865,2021
Russian,Ward 17,2015,2021
Norwegian,Ward 17,170,2021
Welsh,Ward 17,310,2021
Portuguese,Ward 17,1090,2021
American,Ward 17,415,2021
Spanish,Ward 17,1120,2021
Swedish,Ward 17,155,2021
Hungarian,Ward 17,780,2021
Acadian,Ward 17,35,2021
Pakistani,Ward 17,1240,2021
"African, n.o.s.",Ward 17,1180,2021
Jewish,Ward 17,2140,2021
Punjabi,Ward 17,340,2021
Vietnamese,Ward 17,910,2021
"Arab, n.o.s.",Ward 17,945,2021
Greek,Ward 17,2270,2021
Jamaican,Ward 17,1305,2021
"Asian, n.o.s.",Ward 17,2820,2021
"Cree, n.o.s.",Ward 17,15,2021
Korean,Ward 17,4195,2021
Romanian,Ward 17,1735,2021
Lebanese,Ward 17,480,2021
Iranian,Ward 17,6485,2021
"Christian, n.i.e.",Ward 17,710,2021
Danish,Ward 17,150,2021
"North American Indigenous, n.o.s.",Ward 17,75,2021
Sikh,Ward 17,100,2021
Austrian,Ward 17,295,2021
Belgian,Ward 17,75,2021
Haitian,Ward 17,50,2021
Hindu,Ward 17,1720,2021
Mexican,Ward 17,545,2021
Mennonite,Ward 17,15,2021
Swiss,Ward 17,130,2021
Finnish,Ward 17,280,2021
Sri Lankan,Ward 17,945,2021
Croatian,Ward 17,250,2021
Japanese,Ward 17,775,2021
"South Asian, n.o.s.",Ward 17,730,2021
"Mi'kmaq, n.o.s.",Ward 17,30,2021
"Northern European, n.o.s.",Ward 17,75,2021
Muslim,Ward 17,770,2021
Egyptian,Ward 17,840,2021
"Latin, Central or South American, n.o.s.",Ward 17,395,2021
Tamil,Ward 17,815,2021
Icelandic,Ward 17,20,2021
Colombian,Ward 17,505,2021
Moroccan,Ward 17,95,2021
Czech,Ward 17,200,2021
Syrian,Ward 17,465,2021
Guyanese,Ward 17,515,2021
Afghan,Ward 17,985,2021
"Black, n.o.s.",Ward 17,625,2021
Serbian,Ward 17,430,2021
Ojibway,Ward 17,30,2021
Newfoundlander,Ward 17,40,2021
Hong Konger,Ward 17,1640,2021
Ontarian,Ward 17,130,2021
Persian,Ward 17,2220,2021
Trinidadian/Tobagonian,Ward 17,385,2021
Turkish,Ward 17,800,2021
"Inuit, n.o.s.",Ward 17,0,2021
Bangladeshi,Ward 17,420,2021
Algerian,Ward 17,65,2021
Brazilian,Ward 17,550,2021
Nigerian,Ward 17,270,2021
Armenian,Ward 17,1680,2021
Slovak,Ward 17,150,2021
"Eastern European, n.o.s.",Ward 17,280,2021
Somali,Ward 17,350,2021
Taiwanese,Ward 17,920,2021
Iraqi,Ward 17,385,2021
Salvadorean,Ward 17,130,2021
African Caribbean,Ward 17,425,2021
"East or Southeast Asian, n.o.s.",Ward 17,845,2021
"West or Central Asian or Middle Eastern, n.o.s.",Ward 17,580,2021
"Caribbean, n.o.s.",Ward 17,440,2021
Algonquin,Ward 17,15,2021
"West Indian, n.o.s.",Ward 17,410,2021
Lithuanian,Ward 17,130,2021
South African,Ward 17,240,2021
Australian,Ward 17,20,2021
Palestinian,Ward 17,200,2021
Chilean,Ward 17,115,2021
Congolese,Ward 17,85,2021
Nova Scotian,Ward 17,0,2021
Ethiopian,Ward 17,120,2021
"Hispanic, n.o.s.",Ward 17,280,2021
Peruvian,Ward 17,185,2021
Yoruba,Ward 17,130,2021
Cambodian (Khmer),Ward 17,50,2021
Berber,Ward 17,10,2021
Albanian,Ward 17,390,2021
Maltese,Ward 17,75,2021
Macedonian,Ward 17,480,2021
Slovenian,Ward 17,50,2021
"Western European, n.o.s.",Ward 17,20,2021
New Brunswicker,Ward 17,0,2021
Gujarati,Ward 17,330,2021
Eritrean,Ward 17,80,2021
African Canadian,Ward 17,215,2021
Israeli,Ward 17,170,2021
Mohawk,Ward 17,10,2021
"Czechoslovakian, n.o.s.",Ward 17,20,2021
Bulgarian,Ward 17,190,2021
Albertan,Ward 17,0,2021
Ghanaian,Ward 17,100,2021
Barbadian,Ward 17,205,2021
African American,Ward 17,130,2021
"Yugoslavian, n.o.s.",Ward 17,55,2021
Tunisian,Ward 17,25,2021
"Slavic, n.o.s.",Ward 17,130,2021
Cuban,Ward 17,80,2021
Bosnian,Ward 17,85,2021
Venezuelan,Ward 17,220,2021
"Innu/Montagnais, n.o.s.",Ward 17,0,2021
Latvian,Ward 17,135,2021
Bengali,Ward 17,235,2021
Cameroonian,Ward 17,70,2021
Guatemalan,Ward 17,55,2021
Indonesian,Ward 17,210,2021
Laotian,Ward 17,40,2021
Ilocano,Ward 17,145,2021
Northern Irish,Ward 17,50,2021
"Celtic, n.o.s.",Ward 17,15,2021
British Columbian,Ward 17,0,2021
Ecuadorian,Ward 17,105,2021
Franco Ontarian,Ward 17,30,2021
Argentinian,Ward 17,10,2021
Estonian,Ward 17,35,2021
Kurdish,Ward 17,285,2021
Fijian,Ward 17,0,2021
Jatt,Ward 17,0,2021
"North American, n.o.s.",Ward 17,10,2021
Coptic,Ward 17,205,2021
Thai,Ward 17,80,2021
Dominican,Ward 17,100,2021
Nepali,Ward 17,50,2021
Kabyle,Ward 17,0,2021
Assyrian,Ward 17,25,2021
Igbo,Ward 17,55,2021
Byelorussian,Ward 17,105,2021
"Dene, n.o.s.",Ward 17,0,2021
"Blackfoot, n.o.s.",Ward 17,0,2021
Abenaki,Ward 17,0,2021
Moldovan,Ward 17,65,2021
"Iroquois (Haudenosaunee), n.o.s.",Ward 17,0,2021
New Zealander,Ward 17,30,2021
Sudanese,Ward 17,165,2021
Breton,Ward 17,0,2021
Pennsylvania Dutch,Ward 17,20,2021
Malaysian,Ward 17,120,2021
Plains Cree,Ward 17,0,2021
"North African, n.o.s.",Ward 17,55,2021
Huron (Wendat),Ward 17,0,2021
Saskatchewanian,Ward 17,0,2021
Buddhist,Ward 17,160,2021
Gaspesian,Ward 17,0,2021
Norman,Ward 17,0,2021
"Southern or East African, n.o.s.",Ward 17,70,2021
Ivorian,Ward 17,25,2021
Saulteaux,Ward 17,0,2021
"Anishinaabe, n.o.s.",Ward 17,0,2021
Burundian,Ward 17,40,2021
Tigrinya,Ward 17,25,2021
Nicaraguan,Ward 17,30,2021
Mauritian,Ward 17,115,2021
Kenyan,Ward 17,105,2021
Oji-Cree,Ward 17,0,2021
Vincentian,Ward 17,65,2021
Jordanian,Ward 17,100,2021
Manitoban,Ward 17,0,2021
Cape Bretoner,Ward 17,0,2021
Rwandan,Ward 17,0,2021
Grenadian,Ward 17,95,2021
Malayali,Ward 17,55,2021
Chaldean,Ward 17,0,2021
Sinhalese,Ward 17,215,2021
Mayan,Ward 17,35,2021
Honduran,Ward 17,45,2021
Cherokee,Ward 17,0,2021
Qalipu Mi'kmaq,Ward 17,0,2021
Indo-Caribbean,Ward 17,95,2021
Flemish,Ward 17,0,2021
United Empire Loyalist,Ward 17,25,2021
Senegalese,Ward 17,30,2021
Azerbaijani,Ward 17,335,2021
Sicilian,Ward 17,25,2021
Pashtun,Ward 17,40,2021
Malay,Ward 17,70,2021
Goan,Ward 17,105,2021
"Bantu, n.o.s.",Ward 17,15,2021
Tibetan,Ward 17,10,2021
Zimbabwean,Ward 17,20,2021
Burmese,Ward 17,50,2021
Mongolian,Ward 17,30,2021
Azorean,Ward 17,0,2021
Atikamekw,Ward 17,0,2021
Bamileke,Ward 17,0,2021
Indo-Guyanese,Ward 17,90,2021
Ugandan,Ward 17,140,2021
Oromo,Ward 17,0,2021
Tanzanian,Ward 17,100,2021
Yemeni,Ward 17,25,2021
Central African,Ward 17,0,2021
Libyan,Ward 17,35,2021
Basque,Ward 17,0,2021
Uruguayan,Ward 17,45,2021
"Akan, n.o.s.",Ward 17,0,2021
"Central or West African, n.o.s.",Ward 17,45,2021
Igorot,Ward 17,25,2021
Fulani,Ward 17,0,2021
Woodland Cree,Ward 17,0,2021
Guinean,Ward 17,25,2021
St. Lucian,Ward 17,35,2021
Prince Edward Islander,Ward 17,10,2021
Maliseet,Ward 17,0,2021
Beninese,Ward 17,0,2021
Telugu,Ward 17,145,2021
Roma,Ward 17,0,2021
Costa Rican,Ward 17,15,2021
African Nova Scotian,Ward 17,0,2021
Malagasy,Ward 17,0,2021
Kashmiri,Ward 17,30,2021
Singaporean,Ward 17,35,2021
Karen,Ward 17,0,2021
Edo,Ward 17,45,2021
Tajik,Ward 17,105,2021
Amhara,Ward 17,0,2021
Paraguayan,Ward 17,0,2021
Total - Ethnic or cultural origin for the population in private households - 25% sample data,Ward 18,117125,2021
Canadian,Ward 18,3745,2021
English,Ward 18,4625,2021
Irish,Ward 18,3945,2021
Scottish,Ward 18,3510,2021
"French, n.o.s.",Ward 18,1350,2021
German,Ward 18,2385,2021
Chinese,Ward 18,26835,2021
Italian,Ward 18,4145,2021
Indian (India),Ward 18,5625,2021
Ukrainian,Ward 18,2240,2021
Dutch,Ward 18,760,2021
Polish,Ward 18,2325,2021
Québécois,Ward 18,65,2021
"British Isles, n.o.s.",Ward 18,1420,2021
Filipino,Ward 18,6905,2021
French Canadian,Ward 18,355,2021
"Caucasian (White), n.o.s.",Ward 18,955,2021
"First Nations (North American Indian), n.o.s.",Ward 18,150,2021
Métis,Ward 18,50,2021
"European, n.o.s.",Ward 18,860,2021
Russian,Ward 18,4450,2021
Norwegian,Ward 18,160,2021
Welsh,Ward 18,530,2021
Portuguese,Ward 18,910,2021
American,Ward 18,350,2021
Spanish,Ward 18,1350,2021
Swedish,Ward 18,235,2021
Hungarian,Ward 18,915,2021
Acadian,Ward 18,45,2021
Pakistani,Ward 18,835,2021
"African, n.o.s.",Ward 18,605,2021
Jewish,Ward 18,3790,2021
Punjabi,Ward 18,160,2021
Vietnamese,Ward 18,1045,2021
"Arab, n.o.s.",Ward 18,725,2021
Greek,Ward 18,1210,2021
Jamaican,Ward 18,810,2021
"Asian, n.o.s.",Ward 18,2985,2021
"Cree, n.o.s.",Ward 18,15,2021
Korean,Ward 18,11050,2021
Romanian,Ward 18,1015,2021
Lebanese,Ward 18,400,2021
Iranian,Ward 18,10370,2021
"Christian, n.i.e.",Ward 18,585,2021
Danish,Ward 18,120,2021
"North American Indigenous, n.o.s.",Ward 18,55,2021
Sikh,Ward 18,60,2021
Austrian,Ward 18,400,2021
Belgian,Ward 18,90,2021
Haitian,Ward 18,40,2021
Hindu,Ward 18,725,2021
Mexican,Ward 18,570,2021
Mennonite,Ward 18,0,2021
Swiss,Ward 18,125,2021
Finnish,Ward 18,295,2021
Sri Lankan,Ward 18,285,2021
Croatian,Ward 18,195,2021
Japanese,Ward 18,1135,2021
"South Asian, n.o.s.",Ward 18,705,2021
"Mi'kmaq, n.o.s.",Ward 18,10,2021
"Northern European, n.o.s.",Ward 18,120,2021
Muslim,Ward 18,550,2021
Egyptian,Ward 18,740,2021
"Latin, Central or South American, n.o.s.",Ward 18,370,2021
Tamil,Ward 18,250,2021
Icelandic,Ward 18,35,2021
Colombian,Ward 18,365,2021
Moroccan,Ward 18,205,2021
Czech,Ward 18,185,2021
Syrian,Ward 18,165,2021
Guyanese,Ward 18,325,2021
Afghan,Ward 18,295,2021
"Black, n.o.s.",Ward 18,180,2021
Serbian,Ward 18,420,2021
Ojibway,Ward 18,55,2021
Newfoundlander,Ward 18,45,2021
Hong Konger,Ward 18,1705,2021
Ontarian,Ward 18,125,2021
Persian,Ward 18,3695,2021
Trinidadian/Tobagonian,Ward 18,315,2021
Turkish,Ward 18,695,2021
"Inuit, n.o.s.",Ward 18,0,2021
Bangladeshi,Ward 18,435,2021
Algerian,Ward 18,30,2021
Brazilian,Ward 18,515,2021
Nigerian,Ward 18,255,2021
Armenian,Ward 18,495,2021
Slovak,Ward 18,140,2021
"Eastern European, n.o.s.",Ward 18,475,2021
Somali,Ward 18,60,2021
Taiwanese,Ward 18,1665,2021
Iraqi,Ward 18,135,2021
Salvadorean,Ward 18,135,2021
African Caribbean,Ward 18,170,2021
"East or Southeast Asian, n.o.s.",Ward 18,1070,2021
"West or Central Asian or Middle Eastern, n.o.s.",Ward 18,535,2021
"Caribbean, n.o.s.",Ward 18,170,2021
Algonquin,Ward 18,0,2021
"West Indian, n.o.s.",Ward 18,115,2021
Lithuanian,Ward 18,270,2021
South African,Ward 18,190,2021
Australian,Ward 18,55,2021
Palestinian,Ward 18,250,2021
Chilean,Ward 18,75,2021
Congolese,Ward 18,50,2021
Nova Scotian,Ward 18,10,2021
Ethiopian,Ward 18,110,2021
"Hispanic, n.o.s.",Ward 18,135,2021
Peruvian,Ward 18,115,2021
Yoruba,Ward 18,125,2021
Cambodian (Khmer),Ward 18,85,2021
Berber,Ward 18,0,2021
Albanian,Ward 18,225,2021
Maltese,Ward 18,60,2021
Macedonian,Ward 18,265,2021
Slovenian,Ward 18,130,2021
"Western European, n.o.s.",Ward 18,30,2021
New Brunswicker,Ward 18,0,2021
Gujarati,Ward 18,155,2021
Eritrean,Ward 18,15,2021
African Canadian,Ward 18,25,2021
Israeli,Ward 18,430,2021
Mohawk,Ward 18,0,2021
"Czechoslovakian, n.o.s.",Ward 18,60,2021
Bulgarian,Ward 18,205,2021
Albertan,Ward 18,0,2021
Ghanaian,Ward 18,50,2021
Barbadian,Ward 18,100,2021
African American,Ward 18,90,2021
"Yugoslavian, n.o.s.",Ward 18,35,2021
Tunisian,Ward 18,15,2021
"Slavic, n.o.s.",Ward 18,280,2021
Cuban,Ward 18,75,2021
Bosnian,Ward 18,55,2021
Venezuelan,Ward 18,240,2021
"Innu/Montagnais, n.o.s.",Ward 18,0,2021
Latvian,Ward 18,145,2021
Bengali,Ward 18,220,2021
Cameroonian,Ward 18,20,2021
Guatemalan,Ward 18,25,2021
Indonesian,Ward 18,285,2021
Laotian,Ward 18,30,2021
Ilocano,Ward 18,565,2021
Northern Irish,Ward 18,35,2021
"Celtic, n.o.s.",Ward 18,40,2021
British Columbian,Ward 18,0,2021
Ecuadorian,Ward 18,130,2021
Franco Ontarian,Ward 18,10,2021
Argentinian,Ward 18,145,2021
Estonian,Ward 18,190,2021
Kurdish,Ward 18,250,2021
Fijian,Ward 18,15,2021
Jatt,Ward 18,0,2021
"North American, n.o.s.",Ward 18,20,2021
Coptic,Ward 18,150,2021
Thai,Ward 18,45,2021
Dominican,Ward 18,75,2021
Nepali,Ward 18,135,2021
Kabyle,Ward 18,0,2021
Assyrian,Ward 18,15,2021
Igbo,Ward 18,60,2021
Byelorussian,Ward 18,190,2021
"Dene, n.o.s.",Ward 18,0,2021
"Blackfoot, n.o.s.",Ward 18,0,2021
Abenaki,Ward 18,0,2021
Moldovan,Ward 18,185,2021
"Iroquois (Haudenosaunee), n.o.s.",Ward 18,10,2021
New Zealander,Ward 18,20,2021
Sudanese,Ward 18,45,2021
Breton,Ward 18,0,2021
Pennsylvania Dutch,Ward 18,0,2021
Malaysian,Ward 18,250,2021
Plains Cree,Ward 18,0,2021
"North African, n.o.s.",Ward 18,45,2021
Huron (Wendat),Ward 18,0,2021
Saskatchewanian,Ward 18,0,2021
Buddhist,Ward 18,100,2021
Gaspesian,Ward 18,0,2021
Norman,Ward 18,30,2021
"Southern or East African, n.o.s.",Ward 18,60,2021
Ivorian,Ward 18,40,2021
Saulteaux,Ward 18,0,2021
"Anishinaabe, n.o.s.",Ward 18,10,2021
Burundian,Ward 18,0,2021
Tigrinya,Ward 18,0,2021
Nicaraguan,Ward 18,0,2021
Mauritian,Ward 18,40,2021
Kenyan,Ward 18,120,2021
Oji-Cree,Ward 18,0,2021
Vincentian,Ward 18,40,2021
Jordanian,Ward 18,75,2021
Manitoban,Ward 18,0,2021
Cape Bretoner,Ward 18,0,2021
Rwandan,Ward 18,0,2021
Grenadian,Ward 18,35,2021
Malayali,Ward 18,125,2021
Chaldean,Ward 18,0,2021
Sinhalese,Ward 18,25,2021
Mayan,Ward 18,10,2021
Honduran,Ward 18,10,2021
Cherokee,Ward 18,0,2021
Qalipu Mi'kmaq,Ward 18,0,2021
Indo-Caribbean,Ward 18,15,2021
Flemish,Ward 18,15,2021
United Empire Loyalist,Ward 18,15,2021
Senegalese,Ward 18,0,2021
Azerbaijani,Ward 18,465,2021
Sicilian,Ward 18,0,2021
Pashtun,Ward 18,40,2021
Malay,Ward 18,100,2021
Goan,Ward 18,70,2021
"Bantu, n.o.s.",Ward 18,0,2021
Tibetan,Ward 18,70,2021
Zimbabwean,Ward 18,0,2021
Burmese,Ward 18,50,2021
Mongolian,Ward 18,75,2021
Azorean,Ward 18,0,2021
Atikamekw,Ward 18,0,2021
Bamileke,Ward 18,0,2021
Indo-Guyanese,Ward 18,35,2021
Ugandan,Ward 18,45,2021
Oromo,Ward 18,0,2021
Tanzanian,Ward 18,40,2021
Yemeni,Ward 18,45,2021
Central African,Ward 18,0,2021
Libyan,Ward 18,40,2021
Basque,Ward 18,0,2021
Uruguayan,Ward 18,65,2021
"Akan, n.o.s.",Ward 18,0,2021
"Central or West African, n.o.s.",Ward 18,40,2021
Igorot,Ward 18,80,2021
Fulani,Ward 18,0,2021
Woodland Cree,Ward 18,0,2021
Guinean,Ward 18,0,2021
St. Lucian,Ward 18,20,2021
Prince Edward Islander,Ward 18,15,2021
Maliseet,Ward 18,0,2021
Beninese,Ward 18,0,2021
Telugu,Ward 18,35,2021
Roma,Ward 18,10,2021
Costa Rican,Ward 18,25,2021
African Nova Scotian,Ward 18,0,2021
Malagasy,Ward 18,0,2021
Kashmiri,Ward 18,45,2021
